
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	05/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    39.00    0.00   87.00     0.00   661.33     7.60     0.32    3.64   3.39  29.50
sdb               0.00    35.00    0.00   77.67     0.00   554.67     7.14     0.28    3.56   3.31  25.73
sdc               0.00    39.67    0.00   75.00     0.00   570.67     7.61     0.25    3.32   3.19  23.90
sdd               0.00    39.67    0.00   85.33     0.00   656.00     7.69     0.28    3.25   3.16  26.97
dm-0              0.00     0.00    0.00  348.67     0.00  2442.67     7.01     1.08    3.10   2.35  81.80
dm-1              0.00     0.00    0.00  348.67     0.00  2442.67     7.01     1.08    3.10   2.35  81.83
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.01    9.00   8.50   1.13
dm-5              0.00     0.00    0.00  300.33     0.00  2394.67     7.97     1.03    3.43   2.72  81.80
dm-6              0.00     0.00    0.00    4.67     0.00    37.33     8.00     0.04    8.64   3.07   1.43

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    47.67    0.00   95.00     0.00   912.00     9.60     0.28    2.98   2.76  26.23
sdb               0.00    43.67    0.00   86.33     0.00   736.00     8.53     0.26    3.05   2.78  24.03
sdc               0.00    44.33    0.00   93.00     0.00   786.67     8.46     0.30    3.25   3.15  29.30
sdd               2.33    44.00    0.33   94.00    21.33   789.33     8.59     0.33    3.50   3.35  31.63
dm-0              0.00     0.00    2.67  404.00    21.33  3224.00     7.98     1.01    2.49   2.07  84.13
dm-1              0.00     0.00    0.00  404.00     0.00  3224.00     7.98     0.98    2.41   2.08  84.13
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.04   14.00   1.75   0.47
dm-4              0.00     0.00    0.00    0.67     0.00     5.33     8.00     0.00    7.00   3.50   0.23
dm-5              0.00     0.00    0.00  357.33     0.00  3221.33     9.01     0.97    2.72   2.36  84.23
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.67    0.00   70.00     0.00   522.67     7.47     0.24    3.40   3.04  21.30
sdb               0.00    38.00    0.00   83.67     0.00   629.33     7.52     0.32    3.88   3.75  31.40
sdc               0.00    34.00    0.00   85.00     0.00   608.00     7.15     0.29    3.40   3.29  27.93
sdd               0.00    36.00    0.00   84.00     0.00   616.00     7.33     0.30    3.53   3.48  29.27
dm-0              0.00     0.00    0.00  340.00     0.00  2376.00     6.99     0.93    2.74   2.41  81.93
dm-1              0.00     0.00    0.00  340.00     0.00  2376.00     6.99     0.93    2.74   2.41  82.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.02   16.33  13.33   1.33
dm-5              0.00     0.00    0.00  291.67     0.00  2328.00     7.98     0.89    3.06   2.80  81.77
dm-6              0.00     0.00    0.00    4.67     0.00    37.33     8.00     0.03    5.57   4.14   1.93

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.33    0.00   84.00     0.00   626.67     7.46     0.29    3.51   3.44  28.87
sdb               0.00    38.33    0.00   86.00     0.00   650.67     7.57     0.29    3.34   3.19  27.47
sdc               0.00    39.67    0.00   81.67     0.00   626.67     7.67     0.29    3.55   3.51  28.63
sdd               0.00    38.33    0.00   68.67     0.00   512.00     7.46     0.19    2.81   2.73  18.77
dm-0              0.00     0.00    0.00  345.00     0.00  2416.00     7.00     0.90    2.60   2.36  81.40
dm-1              0.00     0.00    0.00  345.00     0.00  2416.00     7.00     0.90    2.60   2.36  81.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  303.00     0.00  2416.00     7.97     0.90    2.97   2.69  81.53
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    40.00    0.00   89.00     0.00   821.33     9.23     0.31    3.44   3.36  29.90
sdb               0.00    39.00    0.00   86.33     0.00   730.67     8.46     0.28    3.28   3.20  27.60
sdc               0.00    36.00    0.00   73.67     0.00   597.33     8.11     0.21    2.86   2.80  20.60
sdd               0.00    39.33    0.00   88.67     0.00   749.33     8.45     0.32    3.61   3.42  30.30
dm-0              0.00     0.00    0.00  359.67     0.00  2898.67     8.06     0.98    2.72   2.28  82.03
dm-1              0.00     0.00    0.00  359.67     0.00  2898.67     8.06     0.98    2.72   2.28  82.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  315.00     0.00  2882.67     9.15     0.97    3.08   2.61  82.10
dm-6              0.00     0.00    0.00    2.33     0.00    18.67     8.00     0.01    4.86   4.86   1.13

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.33    0.00   82.33     0.00   616.00     7.48     0.25    3.06   2.95  24.30
sdb               0.00    40.00    0.00   72.67     0.00   546.67     7.52     0.23    3.17   3.06  22.20
sdc               0.00    38.00    0.00   90.00     0.00   669.33     7.44     0.35    3.86   3.70  33.33
sdd               0.00    38.33    0.00   86.67     0.00   650.67     7.51     0.27    3.05   3.05  26.40
dm-0              0.00     0.00    0.00  354.33     0.00  2482.67     7.01     0.96    2.70   2.34  83.03
dm-1              0.00     0.00    0.00  354.33     0.00  2482.67     7.01     0.96    2.70   2.35  83.13
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  311.33     0.00  2482.67     7.97     0.96    3.08   2.67  83.17
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.67    0.00   76.33     0.00   546.67     7.16     0.21    2.82   2.76  21.07
sdb               0.00    41.33    0.00   91.00     0.00   688.00     7.56     0.34    3.78   3.53  32.13
sdc               0.00    42.33    0.00   88.67     0.00   680.00     7.67     0.29    3.28   3.17  28.13
sdd               0.00    41.00    0.00   88.67     0.00   664.00     7.49     0.32    3.58   3.40  30.13
dm-0              0.00     0.00    0.00  368.67     0.00  2578.67     6.99     0.95    2.58   2.26  83.30
dm-1              0.00     0.00    0.00  368.67     0.00  2578.67     6.99     0.95    2.58   2.26  83.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.40   3.80   0.63
dm-5              0.00     0.00    0.00  320.33     0.00  2549.33     7.96     0.93    2.91   2.60  83.37
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02    9.60   7.60   1.27

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    39.00    0.00   90.67     0.00   808.00     8.91     0.29    3.20   3.10  28.13
sdb               0.00    37.67    0.00   88.67     0.00   733.33     8.27     0.32    3.61   3.52  31.20
sdc               0.00    37.67    0.00   91.33     0.00   770.67     8.44     0.31    3.38   3.27  29.87
sdd               2.33    37.67    0.33   72.33    21.33   594.67     8.48     0.21    2.96   2.72  19.80
dm-0              0.00     0.00    2.67  361.00    21.33  2906.67     8.05     0.96    2.63   2.30  83.47
dm-1              0.00     0.00    0.00  361.00     0.00  2906.67     8.05     0.95    2.61   2.31  83.47
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.01    5.00   0.63   0.17
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  317.67     0.00  2901.33     9.13     0.94    2.96   2.63  83.50
dm-6              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    3.00   1.00   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    39.00    0.00   86.00     0.00   653.33     7.60     0.32    3.68   3.60  31.00
sdb               0.00    42.33    0.00   84.00     0.00   664.00     7.90     0.27    3.25   3.10  26.00
sdc               0.00    35.33    0.00   70.00     0.00   493.33     7.05     0.21    3.05   2.88  20.17
sdd               0.00    39.00    0.00   85.33     0.00   650.67     7.62     0.31    3.59   3.52  30.03
dm-0              0.00     0.00    0.00  351.00     0.00  2461.33     7.01     0.93    2.67   2.32  81.47
dm-1              0.00     0.00    0.00  351.00     0.00  2461.33     7.01     0.93    2.67   2.32  81.50
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  305.33     0.00  2434.67     7.97     0.92    3.04   2.67  81.57
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    3.11   3.11   0.93

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    40.00    0.00   92.33     0.00   981.33    10.63     0.31    3.38   3.16  29.20
sdb               0.00    38.67    0.00   75.67     0.00   786.67    10.40     0.24    3.22   2.75  20.80
sdc               0.00    43.67    0.00   92.00     0.00   920.00    10.00     0.35    3.78   3.49  32.10
sdd               0.00    46.33    0.00   93.00     0.00   888.00     9.55     0.30    3.27   3.14  29.23
dm-0              0.00     0.00    0.00  386.67     0.00  3576.00     9.25     1.12    2.89   2.17  84.03
dm-1              0.00     0.00    0.00  386.67     0.00  3576.00     9.25     1.12    2.89   2.17  84.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    7.20   7.20   1.20
dm-5              0.00     0.00    0.00  331.67     0.00  3472.00    10.47     1.05    3.15   2.54  84.10
dm-6              0.00     0.00    0.00   11.67     0.00    93.33     8.00     0.06    5.17   0.66   0.77

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    40.67    0.00   74.67     0.00  1021.33    13.68     0.20    2.65   2.55  19.07
sdb               0.00    42.00    0.00   90.33     0.00  1125.33    12.46     0.32    3.51   3.35  30.27
sdc               0.00    39.67    0.00   93.33     0.00  1056.00    11.31     0.35    3.78   3.39  31.63
sdd               0.00    40.00    0.00   90.33     0.00   944.00    10.45     0.33    3.61   3.34  30.17
dm-0              0.00     0.00    0.00  380.00     0.00  4146.67    10.91     1.07    2.82   2.22  84.30
dm-1              0.00     0.00    0.00  380.00     0.00  4146.67    10.91     1.07    2.82   2.22  84.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  332.67     0.00  4101.33    12.33     1.05    3.17   2.53  84.03
dm-6              0.00     0.00    0.00    5.33     0.00    42.67     8.00     0.02    3.75   3.25   1.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    39.00    0.00   96.33     0.00  1216.00    12.62     0.31    3.26   3.06  29.50
sdb               0.00    43.00    0.00   96.33     0.00  1226.67    12.73     0.35    3.64   3.45  33.27
sdc               2.33    40.00    0.33   93.33    21.33  1109.33    12.07     0.30    3.26   2.98  27.87
sdd               0.00    36.67    0.00   75.33     0.00   904.00    12.00     0.20    2.69   2.58  19.43
dm-0              0.00     0.00    2.67  387.67    21.33  4456.00    11.47     1.02    2.61   2.09  81.63
dm-1              0.00     0.00    0.00  387.67     0.00  4456.00    11.49     0.99    2.56   2.10  81.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.03   10.00   1.25   0.33
dm-4              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00    3.00   3.00   0.10
dm-5              0.00     0.00    0.00  346.00     0.00  4456.00    12.88     0.99    2.87   2.35  81.43
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.00    0.00   92.67     0.00  1106.67    11.94     0.37    3.95   3.64  33.70
sdb               0.00    37.67    0.00   84.33     0.00  1050.67    12.46     0.34    3.99   3.38  28.53
sdc               0.00    36.33    0.00   74.33     0.00   861.33    11.59     0.20    2.69   2.61  19.43
sdd               0.00    39.33    0.00   89.33     0.00   973.33    10.90     0.31    3.44   3.27  29.23
