
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	05/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    41.67    0.00   76.00     0.00   594.67     7.82     0.25    3.27   3.21  24.43
sdb               0.00    36.00    0.00   86.00     0.00   629.33     7.32     0.28    3.26   3.20  27.53
sdc               0.00    37.33    0.00   87.67     0.00   650.67     7.42     0.32    3.73   3.65  32.00
sdd               0.00    37.67    0.00   77.33     0.00   576.00     7.45     0.24    3.03   2.96  22.87
dm-0              0.00     0.00    0.00  349.67     0.00  2450.67     7.01     0.93    2.67   2.35  82.20
dm-1              0.00     0.00    0.00  349.67     0.00  2450.67     7.01     0.94    2.67   2.35  82.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  306.67     0.00  2445.33     7.97     0.93    3.04   2.68  82.30
dm-6              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    3.00   1.00   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    36.33    0.00   86.00     0.00   626.67     7.29     0.29    3.38   3.31  28.50
sdb               0.00    41.33    0.00   86.00     0.00   666.67     7.75     0.29    3.41   3.20  27.53
sdc               0.00    38.67    0.00   78.33     0.00   584.00     7.46     0.24    3.08   2.98  23.33
sdd               0.00    38.33    0.00   79.00     0.00   586.67     7.43     0.25    3.24   3.08  24.37
dm-0              0.00     0.00    0.00  352.00     0.00  2464.00     7.00     0.92    2.61   2.26  79.47
dm-1              0.00     0.00    0.00  352.00     0.00  2464.00     7.00     0.92    2.61   2.26  79.47
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.33     0.00    18.67     8.00     0.02    8.43   4.43   1.03
dm-5              0.00     0.00    0.00  303.67     0.00  2421.33     7.97     0.89    2.94   2.61  79.27
dm-6              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    2.12   2.12   0.57

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    40.00    0.00   94.67     0.00   848.00     8.96     0.31    3.27   3.16  29.90
sdb               0.00    44.00    0.00   87.00     0.00   754.67     8.67     0.28    3.26   3.17  27.57
sdc               0.00    48.33    0.00   84.00     0.00   757.33     9.02     0.27    3.16   3.06  25.73
sdd               0.00    44.00    0.00   93.67     0.00   789.33     8.43     0.33    3.52   3.46  32.40
dm-0              0.00     0.00    0.00  395.33     0.00  3149.33     7.97     0.98    2.48   2.17  85.70
dm-1              0.00     0.00    0.00  395.33     0.00  3149.33     7.97     0.98    2.48   2.17  85.77
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  341.67     0.00  3080.00     9.01     0.95    2.78   2.51  85.63
dm-6              0.00     0.00    0.00    9.00     0.00    72.00     8.00     0.03    3.59   0.15   0.13

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    43.67    0.00   88.67     0.00   701.33     7.91     0.29    3.26   3.18  28.17
sdb               2.33    42.00    0.33   73.67    21.33   570.67     8.00     0.22    2.94   2.74  20.27
sdc               0.00    36.67    0.00   88.67     0.00   645.33     7.28     0.29    3.22   3.15  27.90
sdd               0.00    41.33    0.00   89.00     0.00   685.33     7.70     0.33    3.65   3.33  29.63
dm-0              0.00     0.00    2.67  370.00    21.33  2602.67     7.04     1.05    2.82   2.22  82.60
dm-1              0.00     0.00    0.00  370.00     0.00  2602.67     7.03     1.03    2.78   2.23  82.67
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    9.00   1.12   0.30
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    5.17   5.17   1.03
dm-5              0.00     0.00    0.00  318.00     0.00  2536.00     7.97     0.98    3.09   2.59  82.23
dm-6              0.00     0.00    0.00    6.00     0.00    48.00     8.00     0.04    5.94   3.00   1.80

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.00    0.00   75.00     0.00   538.67     7.18     0.21    2.80   2.84  21.30
sdb               2.33    37.33    0.33   87.67    21.33   629.33     7.39     0.30    3.45   3.41  30.00
sdc               0.00    42.33    0.00   90.00     0.00   690.67     7.67     0.33    3.66   3.57  32.13
sdd               0.00    41.67    0.00   88.00     0.00   669.33     7.61     0.27    3.08   3.00  26.40
dm-0              0.00     0.00    2.67  362.00    21.33  2528.00     6.99     0.92    2.51   2.25  82.20
dm-1              0.00     0.00    0.00  362.00     0.00  2528.00     6.98     0.90    2.47   2.26  81.97
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    8.00   1.00   0.27
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  317.67     0.00  2530.67     7.97     0.90    2.81   2.58  82.00
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    35.67    0.00   87.00     0.00   784.00     9.01     0.35    4.04   3.48  30.27
sdb               0.00    36.67    0.00   87.33     0.00   746.67     8.55     0.31    3.57   3.41  29.80
sdc               0.00    38.33    0.00   85.33     0.00   712.00     8.34     0.29    3.42   3.29  28.03
sdd               0.00    40.67    0.00   73.67     0.00   645.33     8.76     0.24    3.24   2.90  21.40
dm-0              0.00     0.00    0.00  356.67     0.00  2888.00     8.10     1.01    2.84   2.34  83.60
dm-1              0.00     0.00    0.00  356.67     0.00  2888.00     8.10     1.01    2.85   2.35  83.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  308.33     0.00  2829.33     9.18     0.96    3.12   2.72  83.73
dm-6              0.00     0.00    0.00    7.00     0.00    56.00     8.00     0.05    7.76   3.24   2.27

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    44.67    0.00   86.33     0.00   690.67     8.00     0.26    2.97   2.90  25.07
sdb               0.00    43.00    0.00   89.33     0.00   704.00     7.88     0.33    3.67   3.52  31.43
sdc               0.00    38.67    0.00   72.33     0.00   533.33     7.37     0.21    2.89   2.84  20.57
sdd               0.00    36.00    0.00   84.67     0.00   610.67     7.21     0.30    3.52   3.37  28.57
dm-0              0.00     0.00    0.00  361.67     0.00  2538.67     7.02     1.01    2.78   2.34  84.70
dm-1              0.00     0.00    0.00  361.67     0.00  2538.67     7.02     1.01    2.78   2.34  84.70
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  319.00     0.00  2538.67     7.96     1.01    3.16   2.66  84.83
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.67    0.00   89.67     0.00   829.33     9.25     0.31    3.44   3.36  30.10
sdb               0.00    34.00    0.00   70.33     0.00   565.33     8.04     0.20    2.79   2.65  18.63
sdc               0.00    34.67    0.00   84.33     0.00   672.00     7.97     0.28    3.35   3.18  26.83
sdd               0.00    38.67    0.00   88.00     0.00   733.33     8.33     0.34    3.82   3.48  30.60
dm-0              0.00     0.00    0.00  347.00     0.00  2800.00     8.07     0.90    2.60   2.36  82.00
dm-1              0.00     0.00    0.00  347.00     0.00  2800.00     8.07     0.90    2.60   2.36  82.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    8.00   8.00   1.33
dm-5              0.00     0.00    0.00  301.00     0.00  2768.00     9.20     0.88    2.91   2.71  81.57
dm-6              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    4.38   4.38   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    36.33    0.00   71.00     0.00   504.00     7.10     0.20    2.88   2.72  19.30
sdb               0.00    37.33    0.00   88.67     0.00   653.33     7.37     0.31    3.51   3.39  30.03
sdc               0.00    39.67    0.00   88.33     0.00   674.67     7.64     0.34    3.82   3.51  31.00
sdd               0.00    39.00    0.00   87.67     0.00   661.33     7.54     0.32    3.64   3.46  30.37
dm-0              0.00     0.00    0.00  355.67     0.00  2493.33     7.01     0.90    2.53   2.28  81.03
dm-1              0.00     0.00    0.00  355.67     0.00  2493.33     7.01     0.90    2.53   2.28  81.13
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    2.12   1.00   0.27
dm-5              0.00     0.00    0.00  307.33     0.00  2448.00     7.97     0.88    2.87   2.64  81.20
dm-6              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    5.25   4.25   1.13

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    41.67    0.00   89.33     0.00   829.33     9.28     0.29    3.24   3.15  28.17
sdb               0.00    37.67    0.00   88.67     0.00   728.00     8.21     0.31    3.55   3.25  28.83
sdc               0.00    38.33    0.00   91.00     0.00   741.33     8.15     0.32    3.50   3.44  31.30
sdd               0.00    39.67    0.00   75.33     0.00   640.00     8.50     0.21    2.68   2.66  20.07
dm-0              0.00     0.00    0.00  365.67     0.00  2938.67     8.04     0.90    2.46   2.22  81.10
dm-1              0.00     0.00    0.00  365.67     0.00  2938.67     8.04     0.90    2.46   2.22  81.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  322.67     0.00  2941.33     9.12     0.90    2.79   2.51  81.13
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    41.33    0.00   89.67     0.00   688.00     7.67     0.33    3.66   3.55  31.83
sdb               0.00    46.00    0.00   87.00     0.00   704.00     8.09     0.27    3.11   2.98  25.97
sdc               0.00    37.67    0.00   74.67     0.00   541.33     7.25     0.21    2.75   2.69  20.07
sdd               0.00    38.33    0.00   87.67     0.00   645.33     7.36     0.29    3.33   3.03  26.57
dm-0              0.00     0.00    0.00  367.33     0.00  2578.67     7.02     0.95    2.59   2.22  81.67
dm-1              0.00     0.00    0.00  367.33     0.00  2578.67     7.02     0.95    2.59   2.23  81.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02   11.60   8.00   1.33
dm-5              0.00     0.00    0.00  317.67     0.00  2533.33     7.97     0.92    2.90   2.57  81.60
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.01    3.58   2.25   0.90

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    36.67    0.00   89.67     0.00   800.00     8.92     0.30    3.34   3.11  27.90
sdb               0.00    37.00    0.00   75.00     0.00   629.33     8.39     0.22    2.94   2.80  21.00
sdc               0.00    39.67    0.00   84.67     0.00   709.33     8.38     0.27    3.27   3.13  26.50
sdd               0.00    41.00    0.00   88.33     0.00   752.00     8.51     0.32    3.66   3.49  30.87
dm-0              0.00     0.00    0.00  358.67     0.00  2890.67     8.06     0.96    2.69   2.33  83.73
dm-1              0.00     0.00    0.00  358.67     0.00  2890.67     8.06     0.96    2.69   2.33  83.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  316.33     0.00  2888.00     9.13     0.96    3.05   2.65  83.73
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    44.33    0.00   76.00     0.00   608.00     8.00     0.22    2.88   2.88  21.87
sdb               0.00    39.00    0.00   80.67     0.00   602.67     7.47     0.29    3.57   3.35  27.03
sdc               0.00    40.33    0.00   84.00     0.00   640.00     7.62     0.26    3.08   3.07  25.80
sdd               0.00    44.67    0.00   91.00     0.00   730.67     8.03     0.33    3.67   3.41  31.07
dm-0              0.00     0.00    0.00  367.33     0.00  2584.00     7.03     0.94    2.55   2.16  79.50
dm-1              0.00     0.00    0.00  367.33     0.00  2584.00     7.03     0.94    2.55   2.17  79.53
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  310.33     0.00  2474.67     7.97     0.89    2.87   2.56  79.30
dm-6              0.00     0.00    0.00   13.67     0.00   109.33     8.00     0.05    3.39   1.27   1.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.67    0.00   82.67     0.00   613.33     7.42     0.28    3.33   3.23  26.70
sdb               0.00    42.00    0.00   88.67     0.00   690.67     7.79     0.29    3.26   3.19  28.27
sdc               0.00    36.00    0.00   89.67     0.00   648.00     7.23     0.34    3.76   3.66  32.80
sdd               0.00    35.33    0.00   76.33     0.00   536.00     7.02     0.24    3.11   2.95  22.53
dm-0              0.00     0.00    0.00  355.33     0.00  2485.33     6.99     0.91    2.56   2.33  82.97
dm-1              0.00     0.00    0.00  355.33     0.00  2485.33     6.99     0.91    2.56   2.33  82.97
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.67     0.00     5.33     8.00     0.00    3.00   1.50   0.10
dm-5              0.00     0.00    0.00  307.00     0.00  2442.67     7.96     0.89    2.89   2.70  82.97
dm-6              0.00     0.00    0.00    4.67     0.00    37.33     8.00     0.02    4.14   2.93   1.37

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               4.67    41.33    0.67   93.00    42.67   842.67     9.45     0.34    3.59   3.47  32.50
sdb               0.00    41.67    0.00   91.00     0.00   770.67     8.47     0.29    3.24   3.18  28.93
sdc               0.00    43.00    0.00   83.00     0.00   712.00     8.58     0.28    3.39   3.17  26.33
sdd               0.00    41.67    0.00   84.33     0.00   712.00     8.44     0.26    3.09   2.97  25.07
dm-0              0.00     0.00    5.33  380.67    42.67  3037.33     7.98     1.06    2.74   2.19  84.37
dm-1              0.00     0.00    0.00  380.67     0.00  3037.33     7.98     1.03    2.70   2.21  84.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    5.33    0.00    42.67     0.00     8.00     0.03    6.00   0.75   0.40
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.00   4.00   0.67
dm-5              0.00     0.00    0.00  335.00     0.00  3024.00     9.03     1.02    3.05   2.52  84.30
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    35.67    0.00   88.33     0.00   794.67     9.00     0.31    3.47   3.23  28.50
sdb               0.00    39.67    0.00   77.00     0.00   682.67     8.87     0.24    3.05   2.97  22.90
sdc               0.00    40.00    0.00   76.67     0.00   666.67     8.70     0.24    3.13   3.09  23.70
sdd               0.00    36.67    0.00   84.67     0.00   701.33     8.28     0.29    3.43   3.35  28.37
dm-0              0.00     0.00    0.00  351.33     0.00  2845.33     8.10     0.88    2.51   2.30  80.73
dm-1              0.00     0.00    0.00  351.33     0.00  2845.33     8.10     0.88    2.51   2.30  80.77
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  307.00     0.00  2818.67     9.18     0.88    2.85   2.63  80.60
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.01    2.09   2.09   0.77

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.33    0.00   71.67     0.00   530.67     7.40     0.21    3.00   2.90  20.77
sdb               0.00    36.00    0.00   77.33     0.00   562.67     7.28     0.26    3.41   3.38  26.10
sdc               0.00    39.33    0.00   85.00     0.00   650.67     7.65     0.28    3.37   3.25  27.60
sdd               0.00    41.33    0.00   84.33     0.00   664.00     7.87     0.31    3.62   3.59  30.30
dm-0              0.00     0.00    0.00  344.00     0.00  2410.67     7.01     0.90    2.62   2.37  81.40
dm-1              0.00     0.00    0.00  344.00     0.00  2410.67     7.01     0.90    2.62   2.37  81.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  302.00     0.00  2408.00     7.97     0.90    2.98   2.70  81.43
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.33    0.00   83.00     0.00   757.33     9.12     0.27    3.26   3.08  25.57
sdb               0.00    36.33    0.00   89.33     0.00   736.00     8.24     0.32    3.58   3.32  29.63
sdc               0.00    39.00    0.00   88.33     0.00   733.33     8.30     0.30    3.39   3.29  29.07
sdd               0.00    35.67    0.00   82.67     0.00   664.00     8.03     0.26    3.17   3.09  25.57
dm-0              0.00     0.00    0.00  358.67     0.00  2888.00     8.05     0.99    2.75   2.32  83.13
dm-1              0.00     0.00    0.00  358.67     0.00  2888.00     8.05     0.99    2.75   2.32  83.17
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    5.60   5.00   0.83
dm-5              0.00     0.00    0.00  308.00     0.00  2829.33     9.19     0.96    3.12   2.70  83.03
dm-6              0.00     0.00    0.00    5.67     0.00    45.33     8.00     0.02    3.29   1.94   1.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    43.00    0.00   91.67     0.00   714.67     7.80     0.33    3.64   3.43  31.47
sdb               0.00    43.00    0.00   91.33     0.00   712.00     7.80     0.35    3.80   3.51  32.07
sdc               0.00    37.67    0.00   78.00     0.00   565.33     7.25     0.24    2.97   2.94  22.97
sdd               0.00    40.33    0.00   80.67     0.00   602.67     7.47     0.25    3.11   2.87  23.17
dm-0              0.00     0.00    0.00  369.67     0.00  2594.67     7.02     1.02    2.74   2.26  83.67
dm-1              0.00     0.00    0.00  369.67     0.00  2594.67     7.02     1.02    2.75   2.27  83.77
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  323.67     0.00  2578.67     7.97     1.01    3.11   2.59  83.83
dm-6              0.00     0.00    0.00    2.33     0.00    18.67     8.00     0.01    5.00   5.00   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.67    0.00   84.00     0.00   629.33     7.49     0.27    3.27   3.14  26.40
sdb               0.00    37.00    0.00   75.67     0.00   560.00     7.40     0.23    2.97   2.93  22.17
sdc               0.00    41.67    0.00   75.67     0.00   594.67     7.86     0.26    3.51   3.22  24.37
sdd               0.00    36.33    0.00   85.33     0.00   629.33     7.38     0.29    3.38   3.26  27.83
dm-0              0.00     0.00    0.00  344.67     0.00  2413.33     7.00     1.01    2.95   2.33  80.27
dm-1              0.00     0.00    0.00  344.67     0.00  2413.33     7.00     1.01    2.95   2.33  80.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  302.67     0.00  2413.33     7.97     1.01    3.37   2.65  80.27
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.00    0.00   76.67     0.00   714.67     9.32     0.28    3.62   3.24  24.83
sdb               0.00    33.33    0.00   75.00     0.00   613.33     8.18     0.26    3.48   3.21  24.10
sdc               0.00    35.33    0.00   86.33     0.00   704.00     8.15     0.30    3.43   3.34  28.83
sdd               0.00    40.67    0.00   89.33     0.00   773.33     8.66     0.36    4.08   3.89  34.77
dm-0              0.00     0.00    0.00  346.00     0.00  2805.33     8.11     0.98    2.85   2.39  82.67
dm-1              0.00     0.00    0.00  346.00     0.00  2805.33     8.11     0.98    2.85   2.39  82.67
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    6.80   5.60   0.93
dm-5              0.00     0.00    0.00  299.33     0.00  2754.67     9.20     0.96    3.21   2.76  82.60
dm-6              0.00     0.00    0.00    4.33     0.00    34.67     8.00     0.02    3.54   3.08   1.33

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    41.33    0.00   79.67     0.00   613.33     7.70     0.24    3.01   2.96  23.60
sdb               0.00    39.67    0.00   88.67     0.00   672.00     7.58     0.33    3.73   3.66  32.47
sdc               0.00    39.33    0.00   88.67     0.00   669.33     7.55     0.30    3.34   3.24  28.70
sdd               0.00    39.67    0.00   74.33     0.00   557.33     7.50     0.21    2.86   2.74  20.33
dm-0              0.00     0.00    0.00  358.33     0.00  2512.00     7.01     0.90    2.51   2.25  80.50
dm-1              0.00     0.00    0.00  358.33     0.00  2512.00     7.01     0.90    2.51   2.25  80.50
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00    3.00   3.00   0.10
dm-5              0.00     0.00    0.00  314.67     0.00  2509.33     7.97     0.90    2.86   2.56  80.53
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.33    0.00   85.33     0.00   642.67     7.53     0.33    3.87   3.61  30.80
sdb               0.00    48.33    0.00   83.67     0.00   709.33     8.48     0.28    3.35   3.09  25.87
sdc               0.00    39.67    0.00   78.00     0.00   594.67     7.62     0.28    3.56   3.44  26.87
sdd               0.00    40.67    0.00   79.33     0.00   613.33     7.73     0.28    3.49   3.33  26.40
dm-0              0.00     0.00    0.00  363.33     0.00  2560.00     7.05     1.05    2.89   2.28  82.67
dm-1              0.00     0.00    0.00  363.33     0.00  2560.00     7.05     1.05    2.90   2.28  82.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  306.67     0.00  2445.33     7.97     1.00    3.27   2.70  82.73
dm-6              0.00     0.00    0.00   14.33     0.00   114.67     8.00     0.05    3.65   1.40   2.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
