
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 359584 3261548 199984 1321616    0    0     0  5208 2161 7194 60  8  8 23  0	
 4  1 359584 3261176 199992 1321756    0    0     0  5734 2250 7230 62  8 11 19  0	
 8  0 359584 3261084 199992 1321920    0    0     0  5436 2196 6804 60  7  8 25  0	
 1  1 359584 3261084 200000 1322060    0    0     0  4042 2000 6910 65  8  3 24  0	
 2  1 359584 3260588 200000 1322232    0    0     0  3432 2083 7036 60  8 12 20  0	
 1  2 359584 3260588 200000 1322376    0    0     0  2370 1977 8281 64  9  2 25  0	
 3  3 359584 3260192 200016 1322540    0    0     0  5266 2149 7293 64  9  6 22  0	
 1  1 359584 3260216 200016 1322720    0    0     0  2354 2077 7026 60  9 12 20  0	
 1  1 359548 3258168 200016 1322852   32    0    32  2122 2138 8123 60  9 11 21  0	
 6  0 359528 3257672 200024 1323028   32    0    32  5706 2201 6917 62  8 11 19  0	
 8  1 359528 3257672 200024 1323196    0    0     0  5542 2124 7542 63  8  7 22  0	
 3  1 359524 3257268 200040 1323332    0    0     0  5518 2148 6682 61  8 10 20  0	
 1  1 359520 3257284 200040 1323500    6    0     6  5542 1997 7146 66  8  1 25  0	
 2  1 359520 3257160 200040 1323640    0    0     0  5698 2078 7034 61  9  6 24  0	
 5  0 359520 3256788 200056 1323820    0    0     0  5460 2201 7597 63 10  5 22  0	
 2  1 359520 3256680 200056 1324004    0    0     0  2196 2014 8849 64  9  2 25  0	
 4  0 359520 3256284 200064 1324164    0    0     0  1894 1974 8426 67  9  1 24  0	
 5  0 359520 3256184 200064 1324372    0    0     0  2216 2055 9109 64 11  2 24  0	
 1  1 359520 3256184 200072 1324548    0    0     0  2560 2023 8675 65  8  1 27  0	
 1  1 359520 3255804 200080 1324728    0    0     0  5204 2064 6854 62  8  7 23  0	
 2  1 359492 3253632 200080 1324892   16    0    16  2516 2063 8986 65  9  2 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 359468 3253244 200096 1325072   16    0    16  2318 2062 8226 63  8  7 22  0	
 5  1 359468 3253128 200096 1325248    0    0     0  2102 1988 8248 61  9  7 23  0	
 3  0 359468 3253128 200096 1325420    0    0     0  2168 2002 8102 61  9  6 24  0	
 1  2 359464 3252880 200112 1325620    0    0     0  2550 2053 8132 62  9  9 21  0	
 2  1 359464 3252632 200112 1325772    0    0     0  3992 2126 7058 61  8  8 23  0	
 1  1 359464 3252352 200128 1325908    0    0     0  6718 2249 7212 62  9  9 20  0	
 7  0 359460 3252268 200128 1326096   16    0    16  5698 2213 7229 61  8 12 20  0	
 1  1 359460 3252268 200128 1326236    0    0     0  5400 2093 6997 60  8 10 22  0	
 1  1 359460 3251896 200136 1326404    0    0     0  2186 2027 8009 63  9  5 23  0	
 1  1 359460 3251764 200136 1326572    0    0     0  2150 2027 8316 63  9  5 23  0	
 4  1 359460 3251476 200144 1326720    0    0     0  2046 2032 7634 60  9 10 22  0	
 1  1 359456 3251384 200152 1326912    0    0     0  2000 1973 8442 63  9  3 25  0	
 5  0 359424 3249336 200152 1327072    0    0     0  2676 1951 7480 61  8  4 27  0	
 1  1 359404 3248964 200152 1327256    0    0     0  5344 2094 6708 62  9  7 23  0	
 5  1 359404 3248856 200160 1327404    0    0     0  2306 2016 7343 64  9  5 23  0	
 8  0 359404 3248576 200160 1327552    0    0     0  1990 2009 7787 65  9  6 20  0	
 4  0 359404 3248492 200168 1327740    0    0     0  2060 2021 8165 63  8  5 24  0	
 2  1 359404 3248368 200176 1327884    0    0     0  5472 2064 6392 62  8  6 24  0	
 1  1 359404 3248244 200176 1328084    0    0     0  2502 2077 7690 63  9  5 24  0	
 1  1 359404 3248120 200176 1328252    0    0     0  2120 1992 8341 63  9  5 23  0	
 1  2 359404 3247708 200184 1328416    0    0     0  2062 2018 8481 65  9  2 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 359404 3247748 200192 1328596    0    0     0  5956 2189 7312 61  8 10 21  0	
 1  1 359404 3247748 200192 1328756    0    0     0  2150 2048 7902 62  9  9 21  0	
 1  1 359404 3247112 200200 1328956    0    0     0  2264 2149 8331 60 10  9 21  0	
 8  0 359368 3245064 200200 1329128   16    0    16  2388 2034 7996 64  8  7 22  0	
 3  0 359348 3244528 200208 1329284   16    0    16  2352 2039 8805 65  9  3 23  0	
 1  1 359348 3244560 200216 1329476    0    0     0  2062 2054 8555 62  9  7 22  0	
 1  1 359348 3244560 200216 1329632    0    0     0  5620 2095 6664 61  8  9 22  0	
11  1 359348 3244080 200224 1329800    0    0     0  6142 2170 7477 63  9  5 23  0	
 1  1 359348 3244080 200232 1329960    0    0     0  4944 2129 7491 63  8  6 23  0	
 1  1 359348 3243932 200240 1330112    0    0     0  6182 2113 7173 62  9  6 23  0	
 6  0 359348 3243840 200240 1330276    0    0     0  4826 1955 6711 62  7  7 25  0	
 4  1 359344 3243592 200240 1330424    0    0     0  5626 2095 7007 64  9  3 24  0	
 5  0 359344 3243220 200256 1330596    0    0     0  5480 2157 7385 63  9  6 22  0	
 2  1 359344 3243096 200256 1330756    0    0     0  5530 2094 7224 63  9  5 23  0	
 2  1 359344 3242956 200264 1330896    0    0     0  5978 2227 6898 61  8  9 22  0	
 1  1 359336 3242848 200264 1331080    0    0     0  5504 2156 8002 63  9  5 24  0	
 1  1 359300 3240800 200264 1331260   16    0    16  2270 1917 8286 67  8  1 25  0	
 1  1 359292 3240296 200280 1331432   16    0    16  2094 1969 8075 64  9  3 24  0	
 1  1 359292 3240172 200288 1331608    0    0     0  2234 2069 8044 63  8  8 21  0	
 4  1 359292 3239768 200296 1331764    0    0     0  2136 2073 7588 62  9  7 22  0	
 6  0 359292 3239676 200296 1331960    0    0     0  2016 2052 9387 66  9  1 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 359292 3239684 200304 1332120    0    0     0  5642 2087 6915 62  8  4 26  0	
 1  1 359292 3239560 200312 1332300    0    0     0  6138 2258 7176 62  9  8 21  0	
 8  0 359288 3239560 200312 1332440    0    0     0  5410 2052 6758 61  7  7 24  0	
 1  1 359284 3239412 200312 1332600   16    0    16  2128 2064 8717 64 10  5 22  0	
 3  1 359284 3239428 200328 1332792    0    0     0  2126 2021 8387 64  8  4 24  0	
 1  1 359284 3239304 200328 1332972    0    0     0  2004 1943 7923 63  8  6 24  0	
 6  0 359284 3239056 200328 1333148    0    0     0  1894 1931 8091 67  9  2 23  0	
 3  1 359252 3236884 200336 1333304   32    0    32  2078 1963 8709 68  9  0 23  0	
 1  1 359232 3235868 200336 1333448   16    0    16  5672 2160 6936 61  9  9 22  0	
 1  1 359232 3235760 200344 1333608    0    0     0  5940 2061 6693 62  8  5 26  0	
 1  1 359232 3235636 200352 1333752    0    0     0  5398 2077 6976 61  8  6 26  0	
 3  1 359232 3235264 200352 1333948    0    0     0  2122 1997 8560 65  9  4 22  0	
 2  1 359232 3235272 200352 1334112    0    0     0  2146 2085 8077 63  8  8 21  0	
 1  1 359232 3235380 200368 1334268    0    0     0  2120 1991 8057 64  9  4 24  0	
 1  1 359232 3235272 200368 1334472    0    0     0  2204 2053 8839 62  9  6 23  0	
 1  1 359232 3235148 200368 1334652    0    0     0  2072 2021 8527 63  9  4 24  0	
 1  1 359232 3234520 200376 1334828    0    0     0  5596 2179 6770 60  9 10 21  0	
 1  1 359232 3234380 200376 1334976    0    0     0  5546 2116 7466 63  8  5 24  0	
 1  1 359232 3234488 200392 1335136    0    0     0  2660 2092 7527 64  9  8 20  0	
 2  1 359196 3232332 200392 1335340   16    0    16  2646 1985 8365 64  9  4 24  0	
 1  1 359176 3232340 200392 1335496    0    0     0  5554 2148 7406 63  8  5 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  1 359176 3231720 200400 1335684    0    0     0  5586 2176 7766 64 10  6 21  0	
 7  0 359176 3231720 200408 1335828    0    0     0  2280 2080 7838 62  8  9 21  0	
 8  0 359176 3231084 200416 1336008    0    0     0  2270 2092 9345 67  9  1 23  0	
 4  0 359176 3230976 200416 1336212    0    0     0  2154 2053 7929 61  8 13 18  0	
 1  1 359176 3230976 200416 1336376    0    0     0  2032 1954 7878 64  8  4 23  0	
 1  1 359176 3230612 200432 1336548    0    0     0  2196 1988 7383 62  8  6 24  0	
 1  1 359176 3230612 200432 1336688    0    0     0  5190 2213 7318 61  8 12 18  0	
 9  0 359176 3230224 200432 1336836    0    0     0  5574 2238 6875 62  9  9 21  0	
 1  1 359176 3230240 200440 1336992    0    0     0  5992 2208 7003 61  8 13 18  0	
 2  1 359176 3230240 200440 1337136    0    0     0  5594 2167 6796 61  8 11 20  0	
 1  1 359172 3230108 200448 1337320    0    0     0  5398 2137 7355 64  9  5 22  0	
 2  1 359132 3227936 200456 1337488    0    0     0  2440 2035 8156 62  8  7 23  0	
 4  1 359124 3227300 200456 1337648    0    0     0  2262 2128 7961 60  9 12 19  0	
 6  1 359124 3227316 200456 1337816    0    0     0  5980 2113 6933 61  9  7 24  0	
 4  1 359124 3227192 200464 1337964    0    0     0  5548 2121 7358 62  8  6 23  0	
 8  0 359124 3226696 200472 1338136    0    0     0  4994 2184 7003 61  8  7 23  0	
 2  1 359124 3226696 200472 1338284    0    0     0  5930 2176 6913 60  9  8 23  0	
 5  0 359120 3226416 200480 1338452    0    0     0  2206 2030 8560 65  9  3 23  0	
 4  1 359120 3226324 200480 1338668    0    0     0  2300 2083 9210 66  9  2 23  0	
 6  1 359120 3226200 200488 1338836    0    0     0  2044 2037 7761 60  8 11 21  0	
 8  0 359116 3225828 200496 1338988   16    0    16  2190 2051 8595 65  9  4 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 359116 3225712 200496 1339176    0    0     0  2464 2029 7573 61  8  8 23  0	
 9  0 359116 3225416 200504 1339328    0    0     0  5474 2185 7092 61  9 10 20  0	
 1  1 359084 3223284 200512 1339512   16    0    16  2322 2006 7961 60  8  8 24  0	
 1  1 359064 3223284 200512 1339680   16    0    16  2336 2042 8118 61  8  9 21  0	
 7  0 359064 3222912 200520 1339864    0    0     0  2120 2037 8711 65  9  3 24  0	
 1  1 359064 3222912 200520 1340060    0    0     0  2164 2055 8949 66  9  3 23  0	
 4  1 359064 3222400 200536 1340208    0    0     0  2132 2071 8287 62 10  5 23  0	
 1  1 359064 3222292 200536 1340392    0    0     0  5418 1978 6868 62  8  4 25  0	
 1  1 359064 3222300 200536 1340556    0    0     0  6200 2178 7271 63  8  8 22  0	
 5  0 359064 3221920 200544 1340716    0    0     0  4954 2127 7079 62  9  5 24  0	
 1  1 359064 3221920 200544 1340868    0    0     0  5542 2134 6894 61  8 10 21  0	
 7  0 359064 3221896 200560 1341004    0    0     0  5518 2181 7749 64  9  3 24  0	
 5  1 359064 3221672 200560 1341184    0    0     0  5468 2044 6642 61  7 12 20  0	
 1  1 359064 3221672 200560 1341332    0    0     0  6032 2086 7768 65  8  2 25  0	
 1  1 359036 3219004 200568 1341512   16    0    16  5736 2197 7169 61  8  8 22  0	
 1  1 359008 3219004 200568 1341660   16    0    16  5566 2116 6725 60  8 10 22  0	
 1  1 359008 3218600 200576 1341796    0    0     0  5422 2175 7175 61  9 10 20  0	
 1  1 359008 3218624 200584 1341980    0    0     0  2208 1977 8147 62  9  7 23  0	
 1  1 359008 3218624 200584 1342156    0    0     0  2176 1972 8292 64  9  4 23  0	
 7  0 359008 3217880 200592 1342364    0    0     0  2132 2068 8445 62 10  4 25  0	
 1  1 359008 3217888 200600 1342508    0    0     0  2430 2016 7641 60  8  8 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 359008 3217748 200600 1342684    0    0     0  5410 2153 7452 63  9  7 21  0	
 6  0 359008 3217764 200608 1342848    0    0     0  5358 2154 7255 62  9  8 22  0	
 1  1 359008 3217640 200616 1343000    0    0     0  2218 1970 7959 64  8  3 25  0	
 5  0 359008 3217144 200616 1343180    0    0     0  2098 1995 7783 64  8  7 22  0	
 7  0 359008 3217144 200616 1343348    0    0     0  2126 2071 7987 61  8 11 20  0	
 6  0 359008 3216888 200624 1343508    0    0     0  2468 1997 7942 64  9  3 25  0	
 1  1 358972 3214732 200632 1343696   48    0    48  5636 2132 7718 64  8  3 24  0	
 1  1 358956 3214608 200632 1343852   16    0    16  2468 2092 8686 63  9  5 23  0	
 1  1 358952 3214476 200640 1344056    0    0     0  2196 2072 8015 62  9 12 17  0	
 1  1 358952 3214352 200648 1344236    0    0     0  2194 2012 8606 66  9  2 23  0	
 1  1 358952 3214140 200656 1344388    0    0     0  2104 2086 7742 59 10  9 23  0	
 1  1 358952 3213916 200656 1344592    0    0     0  2472 1993 8607 64  9  4 23  0	
 7  1 358952 3213792 200656 1344752    0    0     0  5674 2084 6719 61  8  6 25  0	
 3  1 358944 3213172 200672 1344856   32    0    32  5284 2102 6885 63  8  6 22  0	
 2  2 358940 3212924 200672 1345044   16    0    16  5200 2175 7724 64  9  5 22  0	
 6  1 358940 3212660 200688 1345216    0    0     0  2840 2046 7388 63  9  3 25  0	
 7  0 358940 3212676 200696 1345404    0    0     0  1982 1994 7845 61  8  8 23  0	
 1  1 358940 3212684 200696 1345572    0    0     0  2524 2043 8128 62  9  8 22  0	
 1  1 358904 3210132 200704 1345740    0    0     0  5648 2092 6762 63  8  6 23  0	
 6  1 358884 3210132 200712 1345884    0    0     0  5560 2064 6845 61  8  7 24  0	
 1  1 358884 3209736 200712 1346036    0    0     0  5496 2161 7803 64  9  5 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 358884 3209760 200720 1346204    0    0     0  2386 2037 8052 64  9  3 25  0	
 2  1 358884 3209636 200720 1346380    0    0     0  5796 2172 7618 65  8  5 22  0	
 1  1 358880 3209140 200728 1346528   16    0    16  5438 2156 7247 62  9  9 21  0	
 1  1 358876 3209140 200736 1346712    0    0     0  5422 2148 7393 61  9  9 20  0	
 1  1 358876 3208752 200736 1346856    0    0     0  2172 2073 7490 61  9  8 23  0	
 1  1 358876 3208644 200736 1347040    0    0     0  2058 2023 7849 61  8  8 23  0	
 3  1 358876 3208652 200744 1347184    0    0     0  2528 2088 7466 61  7 12 21  0	
 1  1 358876 3208404 200752 1347352    0    0     0  5500 2085 6981 61  9  6 24  0	
 1  1 358876 3208280 200752 1347504    0    0     0  5542 2157 7044 61  8 10 21  0	
 3  1 358876 3208008 200760 1347648    0    0     0  4942 2052 6960 61 10  5 24  0	
 1  1 358840 3205860 200760 1347808    0    0     0  5556 2080 6675 61  9 10 20  0	
 5  1 358820 3205860 200760 1347948   32    0    32  5668 2063 6899 62  8  8 23  0	
 4  1 358820 3205240 200776 1348124    0    0     0  5528 2085 7378 65  9  4 23  0	
 2  1 358820 3205240 200776 1348264    0    0     0  5454 2047 6772 62  8  6 23  0	
 6  1 358816 3204960 200784 1348412    0    0     0  6110 2199 7599 63  8  6 22  0	
 5  0 358816 3204984 200784 1348596    0    0     0  5042 2117 7026 61  8 10 22  0	
 2  1 358816 3204984 200784 1348736    0    0     0  5498 2083 6887 61  8  9 23  0	
 1  1 358816 3204488 200800 1348924    0    0     0  5682 2187 7413 63  8  8 21  0	
 4  0 358816 3204496 200800 1349084    0    0     0  2924 2105 7322 61  9 12 19  0	
 1  1 358816 3204108 200808 1349236    0    0     0  5436 2113 6988 62  8  5 25  0	
 1  1 358816 3204116 200808 1349404    0    0     0  5476 2085 7476 66  8  4 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3 358816 3203992 200816 1349552    0    0     0  5394 2122 7029 61  9  7 23  0	
 1  1 358816 3204124 200824 1349728    0    0     0  5720 2265 7297 61  9 10 20  0	
 1  1 358780 3201952 200824 1349888    0    0     0  5892 2215 7452 61  9  7 23  0	
 1  1 358764 3201176 200832 1350032   16    0    16  5412 2132 7491 64  8  7 21  0	
 1  1 358764 3201208 200840 1350196    0    0     0  2290 2026 7124 60  9 11 20  0	
 1  1 358764 3201208 200840 1350352    0    0     0  2132 2009 8666 65  8  3 24  0	
 6  0 358764 3200580 200848 1350544    0    0     0  1946 1983 7812 64  9  2 25  0	
 1  1 358760 3200580 200848 1350708    0    0     0  6210 2166 7787 64  8  5 22  0	
 1  1 358760 3200804 200856 1350856    0    0     0  5340 2127 6613 60  9 11 21  0	
 1  1 358760 3200580 200864 1351024    0    0     0  1972 1982 7669 61  8  8 22  0	
 6  1 358760 3200580 200864 1351196    0    0     0  2236 2123 8254 61  8 11 20  0	
 1  1 358760 3197664 200872 1351388    0    0     0  2084 2108 7820 60  9 14 17  0	
 7  0 358760 3197664 200872 1351556    0    0     0  2204 2048 8249 62  8  7 24  0	
 1  1 358760 3197524 200880 1351712    0    0     0  2490 2102 7867 63  9  9 20  0	
 2  1 358732 3197540 200888 1351880   16    0    16  5552 2173 7410 62  9 11 19  0	
 1  1 358708 3195500 200888 1352048   32    0    32  2520 2035 7862 61  8  8 23  0	
 2  1 358708 3194756 200896 1352248    0    0     0  2218 2100 8830 65 10  3 23  0	
 2  1 358708 3194756 200896 1352428    0    0     0  2190 2065 8503 64  8  4 24  0	
 1  1 358708 3194360 200912 1352584    0    0     0  2664 2080 8541 65  8  2 25  0	
 1  1 358708 3194384 200912 1352764    0    0     0  5514 2107 6710 61  8 10 22  0	
 4  0 358704 3194260 200912 1352904    0    0     0  4900 2057 7202 63  8  5 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 358700 3194012 200920 1353092    0    0     0  6008 2177 7712 64 10  2 24  0	
 6  1 358700 3194012 200920 1353248    0    0     0  5702 2106 7201 63  9  4 24  0	
 7  0 358700 3193368 200928 1353420    0    0     0  2228 2099 8009 61  9  9 21  0	
 1  1 358700 3193144 200936 1353612    0    0     0  2072 1982 8084 63  8  5 25  0	
 3  1 358700 3193268 200936 1353772    0    0     0  2008 1974 8023 61  8  6 24  0	
 2  1 358672 3192888 200944 1353912   32    0    32  2186 2003 8051 64  9  2 25  0	
 2  1 358648 3190840 200944 1354132    0    0     0  2250 2055 7897 60  9  9 23  0	
 1  1 358648 3190576 200952 1354260    0    0     0  6138 2200 7411 63  9  6 22  0	
 1  2 358644 3190468 200960 1354432    0    0     0  5066 2109 6852 60  8 11 21  0	
 6  0 358644 3190468 200960 1354584    0    0     0  5486 2089 7671 64  9  4 24  0	
 4  1 358644 3189964 200968 1354776    0    0     0  2742 2088 7682 65  8  5 22  0	
 2  1 358644 3189716 200976 1354944    0    0     0  2412 2081 8533 63  9  4 23  0	
 6  0 358644 3189436 200976 1355108    0    0     0  5256 2160 7499 64  9  5 22  0	
 5  1 358644 3189336 200976 1355284    0    0     0  5596 2095 7293 63  8  5 23  0	
 1  1 358644 3189344 200984 1355448    0    0     0  2912 2082 7084 61  7  9 23  0	
 1  1 358644 3189096 200992 1355628    0    0     0  5382 2099 7495 65  9  4 22  0	
 3  1 358644 3189096 200992 1355780    0    0     0  5652 2152 6911 60  8  9 23  0	
 7  0 358644 3188584 201000 1355920    0    0     0  5432 2213 7336 62  9 10 19  0	
 7  0 358608 3188592 201000 1356120    0    0     0  5824 2195 7272 61  8  9 22  0	
 8  0 358592 3186544 201000 1356252    0    0     0  5700 2133 6691 60  8 10 23  0	
 1  1 358592 3186172 201016 1356400    0    0     0  5496 2115 6209 58  9 11 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 358592 3186172 201016 1356552    0    0     0  5318 2100 7483 63  8  4 25  0	
 5  1 358588 3185784 201024 1356700    0    0     0  5696 2143 6989 64  9  6 21  0	
 1  1 358588 3185676 201032 1356868    0    0     0  5514 2120 6343 59  8 10 23  0	
 4  0 358588 3185676 201032 1357012    0    0     0  1994 2026 7463 63  8  9 21  0	
 1  1 358588 3185180 201040 1357188    0    0     0  2688 2052 8632 65  9  3 23  0	
 2  1 358588 3185056 201040 1357348    0    0     0  5026 2130 6754 60  8 12 20  0	
 7  0 358588 3184776 201048 1357488    0    0     0  5578 2184 7173 61  8 11 20  0	
 5  1 358588 3184684 201056 1357672    0    0     0  5976 2185 7301 61  8 11 20  0	
 1  1 358588 3184684 201056 1357836    0    0     0  2126 2013 8489 63  9  3 26  0	
 4  1 358588 3184428 201064 1358012    0    0     0  2132 2032 7888 61 10  8 22  0	
 1  1 358552 3184304 201064 1358200   16    0    16  2396 2008 8222 62  9  5 24  0	
 8  0 358532 3181868 201072 1358352   16    0    16  2222 2076 7947 61  9  9 21  0	
 3  1 358532 3181892 201080 1358552    0    0     0  2606 2052 8298 62  8  6 24  0	
 8  0 358532 3181768 201080 1358720    0    0     0  5414 2149 7798 63  9  6 23  0	
 1  1 358532 3181396 201088 1358904    0    0     0  2028 2046 8007 61 10  5 25  0	
 6  0 358532 3181396 201096 1359080    0    0     0  2100 1992 7855 62  8  6 24  0	
 1  1 358532 3181016 201096 1359244    0    0     0  2120 2067 8165 63  9  7 21  0	
 6  1 358532 3181024 201096 1359424    0    0     0  2506 2061 8132 61  8  6 24  0	
 2  1 358532 3180900 201104 1359588    0    0     0  1912 1953 6853 62  7  7 23  0	
 8  0 358532 3180652 201112 1359752    0    0     0  2480 2107 8227 62 10  7 22  0	
10  0 358532 3180660 201112 1359932    0    0     0  5386 2065 7077 66  8  2 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  2 358532 3180248 201120 1360088    0    0     0  4894 2183 7880 65 10  2 24  0	
 1  1 358496 3180032 201128 1360272   16    0    16  6556 2155 7335 63  9  5 24  0	
 1  1 358476 3177984 201128 1360412    0    0     0  5556 2122 6874 61  7 11 21  0	
 1  1 358476 3177652 201136 1360580    0    0     0  5482 2094 7142 61  9  7 23  0	
 1  1 358476 3177528 201136 1360732    0    0     0  5638 2128 7321 62  9  5 24  0	
 7  0 358476 3177172 201144 1360872    0    0     0  5352 2063 6924 63  9  6 23  0	
 5  0 358476 3177172 201152 1361052    0    0     0  5450 2022 6679 63  8  4 24  0	
 1  1 358476 3177164 201152 1361200    0    0     0  5256 2091 6959 61  8  9 22  0	
 1  1 358476 3177164 201160 1361360    0    0     0  2392 2058 7316 62  9  7 23  0	
 1  1 358476 3176800 201160 1361528    0    0     0  2426 2023 8179 64  9  5 23  0	
 6  0 358476 3176412 201168 1361684    0    0     0  5308 2120 7323 63  9  5 24  0	
 1  1 358476 3176428 201176 1361876    0    0     0  2302 2066 8536 64  8  9 19  0	
 7  0 358476 3176412 201176 1362048    0    0     0  2142 1962 8207 64  8  4 24  0	
 1  1 358468 3175900 201184 1362200   16    0    16  2064 1981 8047 63  9  6 22  0	
 1  1 358424 3173728 201184 1362412   16    0    16  2322 1959 8220 64  8  2 25  0	
 2  1 358424 3173340 201200 1362556    0    0     0  2528 2054 8409 63 10  3 24  0	
 1  1 358420 3173232 201200 1362768    0    0     0  5276 2130 7439 61  8  9 22  0	
 2  1 358420 3173232 201200 1362912    0    0     0  2254 2063 7629 62  8 10 21  0	
 6  0 358420 3173108 201208 1363104    0    0     0  2062 2066 7830 63  9  8 20  0	
 4  1 358420 3172984 201208 1363256    0    0     0  2192 2045 8215 62  9  5 24  0	
 1  1 358420 3172332 201208 1363444    0    0     0  2178 2041 8543 65  9  4 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 358416 3172240 201224 1363628   16    0    16  2582 2031 8642 65  9  3 24  0	
 3  1 358416 3172240 201224 1363816    0    0     0  5386 2079 7425 64  8  3 26  0	
 1  1 358416 3171868 201224 1363988    0    0     0  2370 2090 8833 63 10  6 21  0	
 5  0 358416 3171868 201232 1364160    0    0     0  2176 2051 8034 61  8 10 21  0	
 8  0 358388 3171480 201240 1364280   32    0    32  2228 2058 7860 61  9  8 22  0	
 3  1 358364 3169324 201240 1364540   16    0    16  2380 2036 8520 64  9  4 24  0	
 1  1 358364 3169200 201248 1364700    0    0     0  2536 1996 8872 65  8  3 24  0	
 1  1 358364 3168820 201248 1364888    0    0     0  5484 2160 7208 63  9  5 23  0	
 1  1 358364 3168696 201248 1365044    0    0     0  5572 2098 7408 64  8  4 24  0	
 1  1 358364 3168284 201264 1365200    0    0     0  5478 2151 7625 64  9  5 22  0	
 6  0 358364 3168200 201264 1365384    0    0     0  2266 2063 7865 60  8  9 23  0	
 1  1 358364 3168200 201264 1365544    0    0     0  2184 2001 8448 63  9  4 25  0	
 6  1 358364 3167704 201272 1365740    0    0     0  2172 2021 8636 64 10  3 24  0	
 1  1 358360 3167704 201272 1365928    0    0     0  2186 2019 8429 63  9  6 23  0	
 3  1 358360 3167804 201280 1366084    0    0     0  2308 2001 8014 65  8  6 21  0	
 1  1 358360 3167696 201288 1366252    0    0     0  5518 2109 6691 60  8 10 22  0	
 1  1 358336 3167572 201288 1366388   16    0    16  5482 2092 7108 61  8  8 23  0	
 1  2 358316 3165276 201296 1366536   16    0    16  5750 2111 6257 62  9  5 24  0	
 1  1 358304 3165152 201304 1366696    0    0     0  5596 2197 7266 61  8 10 21  0	
 2  1 358304 3164508 201312 1366852    0    0     0  5696 2184 7228 62  9  6 24  0	
 1  1 358304 3164532 201312 1367040    0    0     0  2236 1986 8294 65  9  3 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 358304 3164408 201312 1367204    0    0     0  2194 2083 7863 61  8 13 19  0	
 5  0 358304 3163920 201328 1367376    0    0     0  1982 1957 7407 60  9  5 26  0	
 1  1 358304 3163796 201328 1367544    0    0     0  2220 2042 8801 64  8  2 26  0	
 1  1 358304 3163964 201336 1367720    0    0     0  2502 2094 8587 65  9  3 23  0	
 4  1 358304 3163864 201336 1367932    0    0     0  5502 2096 7613 64  8  5 23  0	
 3  1 358304 3163740 201336 1368084    0    0     0  5506 2089 6765 61  9  5 25  0	
 7  0 358304 3163616 201352 1368240    0    0     0  2048 2093 7772 63  9  8 21  0	
 5  1 358300 3163492 201352 1368416    0    0     0  2456 1975 7848 63  8  5 24  0	
 1  1 358268 3160560 201352 1368568   16    0    16  5664 2191 7052 62  9  5 24  0	
 6  0 358248 3160452 201368 1368740   16    0    16  5816 2076 7535 65  9  1 26  0	
 3  1 358248 3160328 201368 1368900    0    0     0  5380 2060 7312 62  9  5 24  0	
 9  1 358248 3160204 201368 1369056    0    0     0  5176 2127 6769 62  8  6 23  0	
 1  1 358248 3160204 201376 1369196    0    0     0  5704 2119 6787 62  8  7 24  0	
 1  1 358248 3160164 201384 1369336    0    0     0  1858 1889 7208 66  9  1 24  0	
 7  0 358248 3159948 201384 1369504    0    0     0  1934 1921 8067 63  9  3 25  0	
