
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3 369424 4395920 183760 730332    0    0    88  6428 2087 5819 64  8  2 26  0	
 2  1 369424 4395680 183760 730612    0    0    80  7218 1995 5408 63  8  0 29  0	
 1  1 369424 4395176 183776 730724    0    0    86  5108 2010 5639 62  8  2 28  0	
 1  1 369424 4395052 183776 731032    0    0    96  5076 2127 6132 61  7  7 25  0	
 4  2 369424 4394416 183784 731468    0    0    96  5504 2241 6347 60  9  8 24  0	
 4  1 369424 4394248 183784 731824    0    0    94  4996 2066 6153 61  9  7 23  0	
 2  1 369424 4394124 183784 731960    0    0   100  5102 2097 6293 59  8  6 27  0	
 1  1 369424 4393992 183800 732284    0    0    98  7578 2266 6269 61  9  8 23  0	
 1  1 369420 4393620 183800 732616    0    0    84  6336 2017 5594 61  7  5 27  0	
 1  1 369420 4392720 183808 733064    0    0    94  5034 2018 5868 62  8  6 24  0	
 2  1 369420 4392496 183808 733456    0    0   128  2024 1959 6779 65  9  0 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 369420 4390200 183808 733780    0    0   104  1738 1895 6258 59  8  5 28  0	
 1  1 369420 4389580 183824 734144    0    0   100  1658 1927 6411 64  9  0 27  0	
 2  1 369420 4389456 183824 734468    0    0   104  1610 1912 6382 66  8  0 27  0	
 1  1 369420 4388944 183840 734608    0    0    94  2094 1981 6234 59  9  7 26  0	
 4  1 369420 4388728 183840 734968    0    0   106  5058 2185 6720 60  8  7 25  0	
 1  1 369420 4388728 183840 735300    0    0    94  5198 2118 5988 59  8  9 24  0	
 3  1 369420 4387976 183856 735600    0    0    96  5566 2228 6254 60  9  7 24  0	
 4  0 369420 4387852 183856 735956    0    0    98  8694 2335 6412 60  8  9 23  0	
 1  1 369420 4387216 183856 736276    0    0   100  5126 2284 6342 60  8  9 23  0	
 1  1 369420 4387108 183864 736592    0    0    98  1800 2063 6422 57  8  8 27  0	
 6  0 369420 4386984 183864 737108    0    0   100  1772 1927 6496 61  8  5 27  0	
 1  1 369420 4386240 183872 737440    0    0    96  1576 1878 6164 64  8  1 27  0	
 1  1 369420 4386000 183880 737560    0    0    96  1696 1944 6203 60  8  5 27  0	
 1  1 369420 4385852 183880 737872    0    0    96  2010 2025 6125 59  8  6 28  0	
 3  1 369420 4385496 183880 738212    0    0    96  4994 2144 6385 61  8  8 24  0	
 5  0 369420 4385248 183888 738692    0    0   100  1828 1946 6117 66  8  0 26  0	
 1  1 369420 4384760 183896 739088    0    0   128  2584 2173 7110 62  8  8 23  0	
 5  1 369420 4382588 183896 739288    0    0   110  5118 2042 5983 63  8  3 26  0	
 4  1 369420 4381844 183912 739616    0    0   108  1862 2032 6958 59  8  6 27  0	
 3  0 369420 4381620 183912 740148    0    0    94  1996 1880 6125 63  8  2 27  0	
 4  0 369420 4381356 183912 740296    0    0   100  4968 2038 6195 62  8  4 27  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 369420 4380844 183920 740792    0    0    92  1778 1862 5796 63  9  0 28  0	
 3  1 369420 4380604 183928 741092    0    0   104  1692 1890 6362 62  8  3 27  0	
 3  1 369420 4380200 183936 741412    0    0    94  1546 1883 6069 65  8  0 27  0	
 2  1 369420 4380100 183936 741756    0    0    92  1972 1847 6078 63  8  0 29  0	
 2  1 369420 4379728 183936 742056    0    0    96  4962 2012 5783 64  8  1 27  0	
 1  1 369420 4379232 183952 742208    0    0   104  1948 2051 6717 62  9  4 25  0	
 1  1 369420 4378984 183952 742732    0    0   110  1766 1973 7179 65  8  1 26  0	
 2  1 369420 4378464 183960 742876    0    0    98  1754 2066 6369 57  9  9 25  0	
 1  1 369420 4378364 183960 743240    0    0   104  1828 2122 6776 58  8 10 24  0	
 5  1 369420 4378364 183960 743560    0    0    96  2082 2078 6390 57  8 10 25  0	
 5  1 369420 4377744 183976 743896    0    0   102  5044 2099 6599 62  8  7 24  0	
 1  1 369420 4377752 183976 744376    0    0    98  5064 2044 6061 60  8  5 27  0	
 5  1 369420 4376604 183976 744588    0    0    94  5442 1999 5581 59  8  5 28  0	
 5  1 369420 4374456 183992 744968    0    0   102  5160 2103 5701 61  8  6 26  0	
 1  1 369420 4374348 183992 745312    0    0   110  2004 2119 6902 58  9  7 27  0	
 1  1 369420 4373596 183992 745664    0    0   108  1854 2053 6522 61  9  7 24  0	
 1  1 369420 4373348 184008 746020    0    0   100  1722 2007 6518 59  8  9 25  0	
 2  1 369420 4372580 184008 746384    0    0   108  1764 1959 7029 61  9  5 25  0	
 4  1 369420 4372480 184008 746704    0    0    96  2072 1897 6509 58  7 11 23  0	
 6  0 369420 4372356 184024 747064    0    0    98  5054 2092 6378 60  7  7 26  0	
 4  1 369420 4371852 184024 747384    0    0    96  4992 1997 6062 64  9  1 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 369420 4371852 184024 747656    0    0    84  7432 2116 5465 62  8  6 25  0	
 2  3 369420 4371116 184040 747980    0    0    98  6590 2173 6468 61  8  8 23  0	
 2  1 369420 4370992 184040 748308    0    0   100  5100 2193 6615 60  7  8 25  0	
 1  1 369420 4370752 184040 748644    0    0   106  1870 1992 6684 63  8  4 25  0	
 4  0 369420 4370132 184048 749024    0    0   106  1750 1972 6867 65  9  1 26  0	
 3  2 369420 4369884 184048 749304    0    0    90  1942 1853 5645 64  7  0 28  0	
 1  1 369416 4369628 184064 749596   16    0   100  8486 2141 5629 61  9  7 24  0	
 3  1 369416 4369628 184064 749948    0    0   110  5118 2056 6352 64  8  3 26  0	
 1  1 369416 4369504 184064 750312    0    0   124  5254 2122 6390 59  8  9 24  0	
 1  1 369416 4366340 184080 750652    0    0   106  5190 2115 6196 60  9  7 25  0	
 4  1 369416 4366216 184080 750936    0    0    86  7474 2086 5605 63  8  3 25  0	
 3  1 369416 4365472 184088 751276    0    0    92  6668 2087 6307 64  8  3 24  0	
 4  0 369416 4365472 184088 751560    0    0    90  4924 1969 5907 64  7  1 27  0	
 1  1 369412 4365240 184088 751844   16    0   104  4986 1951 6085 64  7  1 28  0	
 4  0 369412 4364736 184104 752164    0    0    94  5060 2007 5963 64  8  2 26  0	
 1  1 369412 4364736 184104 752496    0    0    98  5456 2128 6371 60  8 10 23  0	
 1  1 369412 4363868 184112 752848    0    0   106  1766 1989 6711 60  9  5 26  0	
 1  1 369412 4363744 184112 753192    0    0   108  1838 1943 7287 60  8  8 24  0	
 4  1 369412 4363496 184112 753520    0    0   100  1700 1906 6718 60  7  8 25  0	
 1  1 369412 4363000 184128 753856    0    0   100  1680 1904 6354 61  9  4 26  0	
 2  1 369412 4362876 184128 754168    0    0    98  2820 2004 6032 62  8  3 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 369412 4362132 184128 754456    0    0    84  7704 2110 5565 60  8  6 26  0	
 1  2 369412 4362008 184136 754744    0    0    92  5026 2005 6051 60  8  6 26  0	
 5  0 369412 4361892 184136 755048    0    0    94  1594 1839 5854 62  8  2 28  0	
 6  1 369412 4361752 184144 755392    0    0   102  1726 1992 6482 60  8  6 25  0	
 5  0 369412 4361504 184152 755756    0    0   124  1888 1934 6304 61  9  3 27  0	
 4  0 369412 4358580 184152 756156    0    0   122  1794 1958 6801 65  9  0 26  0	
 5  1 369408 4358208 184152 756516   16    0   122  2196 1961 6805 62  8  6 25  0	
 3  1 369408 4357960 184160 756800    0    0    92  4966 1976 5814 65  8  0 28  0	
 1  1 369408 4357496 184168 757160    0    0   102  1786 1916 6100 65  9  0 26  0	
 1  1 369408 4357232 184168 757468    0    0    98  1610 1866 6200 62  8  1 29  0	
 3  1 369408 4356752 184176 757820    0    0   102  1680 1956 6664 65  8  0 26  0	
 5  0 369408 4356504 184176 758176    0    0   112  1740 1953 7069 63  9  3 24  0	
 2  1 369408 4356264 184176 758496    0    0   102  2112 1953 6368 64  8  2 27  0	
 1  1 369408 4356000 184192 758828    0    0    98  5076 2059 6378 63  9  2 26  0	
 1  1 369408 4356000 184192 759128    0    0    94  1582 1884 6287 64  7  0 28  0	
 5  0 369408 4355000 184200 759476    0    0   102  1678 1994 6630 62  9  4 25  0	
 1  1 369408 4354884 184200 759808    0    0   104  1726 1921 6603 62  8  4 26  0	
 5  1 369408 4354512 184200 760120    0    0    98  2070 1974 6264 62  8  6 25  0	
 1  1 369408 4354132 184216 760452    0    0    98  4980 2042 6402 63  9  2 26  0	
 4  0 369408 4353884 184216 760800    0    0   108  1736 1902 6190 64  8  0 28  0	
 1  1 369408 4353296 184224 761156    0    0   110  1676 1945 6769 62  8  5 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 369408 4351124 184224 761556    0    0   118  2052 2118 7231 60  8  8 24  0	
 1  1 369408 4351140 184224 761912    0    0   106  2264 2003 6262 59  7  9 26  0	
 1  1 369408 4350192 184240 762244    0    0    98  5112 2287 6622 60  9  7 24  0	
 2  1 369408 4350068 184240 762560    0    0   102  5562 2203 6476 59  8  6 27  0	
 1  1 369408 4349060 184240 762916    0    0    96  5086 2073 6135 63  9  3 26  0	
 1  1 369408 4349060 184248 763260    0    0   108  1798 1953 6766 61  7  7 25  0	
 1  1 369408 4348936 184248 763588    0    0   100  1662 1895 6507 63  8  4 26  0	
 1  1 369408 4348316 184256 763916    0    0   100  1618 1923 6325 64  9  1 27  0	
 4  1 369408 4348068 184264 764236    0    0    96  2092 1995 6550 59  8  6 26  0	
 4  1 369408 4347696 184264 764568    0    0    98  4978 2033 5955 64  8  2 26  0	
 5  0 369408 4347572 184264 764892    0    0   102  1784 1913 6573 61  8  5 27  0	
 1  1 369408 4347216 184272 765212    0    0    98  1638 1865 5958 64  8  1 27  0	
 3  0 369408 4346828 184280 765552    0    0   100  1698 1986 6470 61  8  5 26  0	
 1  1 369408 4346612 184280 765872    0    0   100  1684 1889 6063 63  8  1 28  0	
 6  0 369408 4346488 184288 766204    0    0    94  2096 2101 6255 59  8  9 25  0	
 5  1 369408 4345752 184288 766512    0    0    98  5048 2106 6161 61 10  4 26  0	
 1  1 369408 4345628 184288 766844    0    0   110  5032 2067 5949 57  8  8 27  0	
 1  2 369408 4342952 184304 767192    0    0   106  6254 2242 6001 60  9  8 23  0	
 1  1 369408 4342952 184304 767524    0    0   108  8148 2287 6178 59  8  7 26  0	
 1  2 369408 4342332 184312 767856    0    0    98  5122 2134 6125 61  9  6 24  0	
 5  1 369408 4342332 184312 768172    0    0   100  1692 1851 6179 64  8  0 28  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2 369408 4341836 184312 768508    0    0   102  1770 1963 6671 62  8  5 26  0	
 1  1 369408 4341092 184328 768856    0    0   104  1762 1987 6602 61  9  4 26  0	
 1  1 369408 4340976 184328 769180    0    0   102  1716 2019 6567 58  8 10 24  0	
 1  1 369408 4340232 184336 769552    0    0   104  4402 2261 6626 60  9  9 22  0	
 1  1 369408 4340232 184336 769896    0    0   104  6720 2180 6406 60  8  8 24  0	
 2  1 369408 4340092 184336 770196    0    0    94  5074 2040 5994 63  7  2 28  0	
 5  0 369408 4339588 184352 770512    0    0    92  4970 2008 6102 64  9  1 27  0	
 1  2 369408 4339216 184352 770816    0    0    94  5120 2032 6105 61  8  4 27  0	
 1  3 369408 4338596 184360 771136    0    0    92  7446 2113 5666 65  9  3 24  0	
 3  1 369408 4338472 184360 771452    0    0    96  2904 1959 6154 66  7  0 27  0	
 6  0 369408 4338272 184360 771752    0    0    90  4906 1912 5773 60  7  6 27  0	
 6  1 369408 4338264 184376 772060    0    0    88  6528 2050 5697 63  8  4 24  0	
 1  1 369408 4338140 184376 772380    0    0    98  7550 2103 6096 62  7  7 25  0	
 5  0 369408 4334976 184384 772740    0    0   110  5020 1970 5671 64  9  0 27  0	
 3  1 369408 4334852 184392 773100    0    0   116  1896 1923 6293 60  8  6 27  0	
 1  2 369408 4334588 184392 773436    0    0   102  2190 1966 6505 64  8  2 27  0	
 1  2 369408 4334332 184408 773768    0    0    96  6250 2154 6206 63  8  7 22  0	
 1  1 369408 4334208 184408 774044    0    0    88  7526 2253 5772 59  7  8 26  0	
 5  0 369408 4333216 184416 774356    0    0    90  4972 1982 6026 63  9  1 27  0	
 1  1 369408 4333092 184416 774656    0    0    84  4956 1958 5317 62  7  3 28  0	
 3  1 369408 4332860 184416 774968    0    0    98  1748 1900 6323 62  8  6 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 369408 4332332 184432 775308    0    0   100  1660 1913 6271 64  9  1 27  0	
 1  1 369408 4332208 184432 775628    0    0   102  1620 1901 6716 62  8  2 28  0	
 3  1 369408 4331572 184448 775980    0    0   100  2212 2142 6584 60  8 10 22  0	
 4  0 369408 4331572 184448 776284    0    0    92  4920 1990 6257 64  8  0 28  0	
 6  0 369408 4331184 184448 776624    0    0   102  1752 1951 6345 62  8  3 28  0	
 1  1 369408 4330820 184456 776984    0    0   110  1968 2175 7084 59  9  8 24  0	
 5  0 369408 4330572 184464 777292    0    0    94  1660 1873 6219 60  7  4 29  0	
 1  1 369408 4329820 184472 777644    0    0   104  2008 1973 6724 65  9  0 26  0	
 2  1 369408 4329696 184472 777944    0    0    96  4918 1977 6052 64  8  2 27  0	
 5  0 369408 4327284 184472 778316    0    0   120  1982 1966 6106 61  8  4 28  0	
 1  2 369408 4326780 184488 778704    0    0   112  1970 2082 6855 60  8  7 25  0	
 1  1 369408 4326780 184488 779076    0    0   110  1910 2089 6908 58  8  8 25  0	
 1  1 369408 4325912 184496 779432    0    0   104  2212 2052 6865 59  8  8 24  0	
 1  1 369408 4325788 184496 779748    0    0    98  5020 2055 6376 62  8  3 27  0	
 2  1 369408 4325540 184496 780048    0    0    96  5320 2058 6085 67  8  0 26  0	
 4  1 369408 4325052 184512 780364    0    0    94  5036 2139 6036 61  8  6 26  0	
 2  1 369408 4324912 184512 780736    0    0   112  1950 2129 6942 58  9 10 23  0	
 1  1 369408 4324284 184520 781080    0    0   106  1794 2036 6844 60  8 10 23  0	
 3  1 369408 4324160 184520 781424    0    0   104  1776 1957 6875 61  8  5 25  0	
 1  1 369408 4323672 184520 781768    0    0   106  1722 1898 6728 63  8  1 28  0	
 1  2 369408 4323416 184536 782104    0    0   102  4250 2147 6707 63  8  5 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1 369408 4323416 184536 782408    0    0    94  6542 2253 6128 59  8  6 27  0	
 1  1 369408 4322300 184536 782732    0    0    94  5040 2158 6034 61  8  7 25  0	
 2  1 369408 4322308 184544 783036    0    0    98  1720 1892 6257 63  8  3 27  0	
 5  0 369408 4321936 184552 783348    0    0    94  1606 1890 6283 63  9  1 28  0	
 1  1 369408 4319384 184552 783728    0    0   120  1786 2020 6682 61  7  6 25  0	
 1  1 369408 4319384 184560 784096    0    0   116  1972 2098 6491 59  8  8 25  0	
 1  2 369404 4318764 184568 784476    0    0   114  3216 2008 6445 62  9  3 26  0	
 4  1 369404 4318516 184568 784760    0    0    90  7540 2217 6131 59  7  8 25  0	
 5  1 369404 4318276 184576 785072    0    0    98  5182 2185 6342 60  8  7 25  0	
 5  0 369404 4317648 184584 785436    0    0   112  1878 1997 7317 61  8  8 23  0	
 1  1 369404 4317400 184584 785768    0    0   100  1714 1933 6226 62  9  3 26  0	
 1  1 369404 4316780 184592 786092    0    0    98  1710 2098 6302 58  8 11 23  0	
 1  1 369404 4316780 184592 786432    0    0   104  1866 2062 6803 59  8 10 23  0	
 1  1 369404 4316532 184592 786748    0    0    96  2082 1946 6287 58  7  9 26  0	
 1  1 369404 4315804 184608 787088    0    0    98  5094 2134 6324 60  8  8 24  0	
 8  0 369404 4315804 184608 787416    0    0   100  5550 2176 6461 61  8  5 26  0	
 1  1 369400 4314928 184624 787724   16    0   110  4966 2002 6029 64 10  0 26  0	
 3  1 369400 4314804 184624 788048    0    0    98  1610 1940 6232 62  7  2 28  0	
 5  0 369400 4314564 184624 788380    0    0   106  1736 2001 6850 61  8  6 24  0	
 5  0 369400 4314052 184632 788712    0    0    98  1662 1912 6113 63 10  1 27  0	
 2  1 369400 4313928 184632 789024    0    0   102  1598 1855 6131 62  8  2 29  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 369400 4311756 184648 789412    0    0   120  4320 2125 6177 61  9  6 25  0	
 1  1 369400 4311384 184648 789712    0    0    98  6436 2113 5437 62  8  5 26  0	
 1  1 369400 4311136 184648 790028    0    0   100  5096 2144 6046 59  7  8 26  0	
 4  0 369400 4310268 184656 790364    0    0   102  1852 2043 6501 59  8  9 24  0	
 4  0 369400 4310144 184664 790740    0    0   112  1882 2079 7306 60  9  8 23  0	
 1  1 369400 4309524 184672 791084    0    0   102  1822 1939 6407 62  9  2 27  0	
 3  1 369400 4309276 184672 791412    0    0   100  1626 1875 6010 64  8  0 28  0	
 1  1 369400 4309068 184672 791728    0    0   100  2066 1920 6359 60  9  3 28  0	
 1  2 369400 4308564 184688 792060    0    0   100  5166 2106 6625 61  8  8 24  0	
 6  0 369400 4308564 184688 792408    0    0   104  1946 2075 6815 59  8  9 25  0	
 2  1 369400 4307880 184688 792780    0    0   112  1932 2187 7120 59 10 10 22  0	
 1  1 369400 4307756 184696 793128    0    0   108  1908 2122 6889 58  8 10 24  0	
 1  1 369400 4307508 184696 793476    0    0   110  1854 2004 7055 59  9  7 25  0	
 1  2 369400 4306888 184704 793788    0    0    94  2536 1946 5975 60  9  7 25  0	
 4  0 369400 4306888 184712 794096    0    0    96  4552 2054 6339 59  7  7 26  0	
 1  1 369400 4306020 184712 794440    0    0   102  1744 2005 6742 62  9  1 28  0	
 5  0 369400 4306020 184720 794744    0    0   100  1572 1849 5764 63  8  0 30  0	
 2  1 369400 4303516 184728 795064    0    0   106  1614 1793 5644 62  7  0 30  0	
 1  1 369400 4303244 184728 795436    0    0   112  2066 1927 6202 63 10  1 26  0	
 2  1 369396 4302996 184728 795724   16    0   104  4920 1957 5546 64  8  0 28  0	
 1  1 369396 4302368 184744 796028    0    0    92  1562 1835 5669 63  9  0 29  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 369396 4302260 184744 796324    0    0    94  1492 1838 5983 63  8  0 29  0	
 4  1 369396 4301996 184744 796648    0    0   100  1776 2046 6590 60  8  7 25  0	
 5  1 369396 4301500 184752 797004    0    0   108  1926 2119 6917 59  9 11 22  0	
 3  1 369396 4301500 184752 797304    0    0    94  1950 1929 6146 58  8  8 26  0	
 1  1 369396 4301128 184768 797636    0    0    98  5108 2186 6276 62  8  7 24  0	
 1  1 369396 4300880 184768 797964    0    0    98  1796 1899 6132 65  8  1 26  0	
 1  1 369396 4300524 184768 798272    0    0    94  4160 2112 6169 60  7  9 24  0	
 4  1 369396 4299904 184776 798588    0    0    94  2968 2027 6109 59  9  7 25  0	
 4  1 369396 4299764 184776 798892    0    0    94  4926 2028 6207 59  8  6 27  0	
 6  1 369396 4299012 184792 799204    0    0    92  5558 2098 6001 61  8  8 24  0	
 1  1 369396 4298888 184792 799516    0    0    98  5018 2087 6395 62  8  5 25  0	
 2  1 369396 4298640 184792 799824    0    0    98  1576 1845 6165 64  7  0 29  0	
 1  1 369396 4298152 184808 800156    0    0   100  1706 1972 6461 62  9  2 27  0	
 1  1 369396 4295980 184808 800556    0    0   130  2022 2054 6680 59  8  9 24  0	
 3  1 369396 4295228 184816 800904    0    0   110  2062 1918 5871 63  9  0 28  0	
 1  1 369396 4295104 184816 801212    0    0    92  4942 1979 5807 64  8  2 26  0	
 3  1 369396 4294864 184816 801516    0    0    98  1870 1918 6377 61  7  6 25  0	
 5  0 369396 4294360 184832 801844    0    0    96  1648 1916 6059 64  9  0 27  0	
 4  1 369396 4294112 184832 802164    0    0    98  2136 1956 6330 63  9  3 25  0	
 4  1 369396 4293864 184832 802496    0    0   100  5074 2085 6507 60  9  7 25  0	
 2  1 369396 4293740 184840 802844    0    0   110  1936 2137 7142 60  8  8 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1 369396 4293492 184840 803180    0    0   104  1816 1994 6705 61  8  6 25  0	
 1  1 369396 4292756 184848 803560    0    0   114  1876 2056 7205 62  9  4 25  0	
 1  1 369396 4292600 184856 803908    0    0   110  2278 2082 7274 62  8  6 25  0	
 4  1 369396 4291600 184856 804224    0    0    90  5000 2179 5958 59  8 10 23  0	
 1  1 369396 4291476 184856 804548    0    0   100  5460 2093 6525 61  9  6 24  0	
 1  3 369392 4291360 184864 804800   32    0   124  7074 2010 5752 67  8  0 26  0	
 1  1 369388 4290616 184872 805132    0    0    88  6468 2157 5723 62  8  5 25  0	
 1  1 369388 4290632 184872 805444    0    0   100  5086 2081 6687 62  9  5 25  0	
 3  1 369388 4289880 184880 805780    0    0    98  1744 1911 6113 64  9  0 27  0	
 5  0 369388 4287724 184880 806164    0    0   126  1944 2034 6654 60  7  7 26  0	
 1  1 369388 4287600 184880 806568    0    0   126  2166 2123 7522 60  8  9 24  0	
 1  1 369388 4286972 184896 806928    0    0   106  1886 2098 7024 59  9 12 20  0	
 1  1 369388 4286972 184896 807240    0    0    98  2114 2036 6299 57  8 12 23  0	
 3  1 369388 4286112 184912 807572    0    0    96  5070 2153 6425 61  9  4 26  0	
 5  0 369388 4285988 184912 807880    0    0    92  1708 1877 6187 63  8  2 27  0	
 5  0 369388 4285624 184912 808196    0    0   100  1648 1899 6417 64  8  1 27  0	
 2  1 369388 4285244 184928 808556    0    0   104  2230 2015 6631 64  9  2 25  0	
 3  1 369388 4285120 184928 808856    0    0    94  5042 2094 6091 60  7  7 26  0	
 1  1 369388 4284368 184936 809216    0    0   106  2084 2017 7007 60  8 10 23  0	
 1  1 369388 4284244 184936 809532    0    0   100  5096 2056 6579 61  9  5 25  0	
 2  1 369388 4284120 184936 809848    0    0    94  5458 2107 5929 61  8  3 29  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 369388 4283376 184952 810144    0    0    88  7050 2065 5395 65  9  0 26  0	
 4  1 369388 4283252 184952 810424    0    0    84  6402 2024 5668 63  7  1 29  0	
 5  1 369388 4282756 184952 810720    0    0    90  4922 2016 5770 62  9  4 26  0	
 2  1 369388 4282508 184960 811032    0    0   100  1664 1896 6302 62  8  4 26  0	
 1  1 369388 4282268 184960 811360    0    0   102  1736 1942 6744 65  8  1 26  0	
 4  1 369388 4279708 184968 811760    0    0   130  1874 2011 6313 60  8  5 26  0	
 1  1 369388 4279568 184976 812100    0    0   114  1840 1888 6040 63  7  2 28  0	
 1  1 369388 4278948 184984 812416    0    0    94  1960 1893 6013 61  8  3 27  0	
 1  1 369388 4278832 184984 812712    0    0    90  4848 1991 5910 63  8  2 28  0	
 3  2 369388 4278584 184992 813028    0    0    98  1782 1912 6244 65  8  0 27  0	
 2  1 369388 4278080 184992 813408    0    0   114  1892 2141 7176 61  9  7 23  0	
 8  0 369388 4278080 184992 813736    0    0   100  2262 2067 6559 62  8  5 25  0	
 6  0 369388 4277096 185008 814080    0    0   102  5198 2253 6685 59  9  9 23  0	
 1  1 369388 4276972 185008 814444    0    0   108  1908 2049 7032 60  8  7 25  0	
 3  1 369384 4276732 185008 814752   16    0   110  1608 1833 5987 63  8  0 29  0	
 6  0 369384 4276104 185024 815116    0    0   110  1890 2111 7283 60  9  7 24  0	
 5  1 369384 4276104 185024 815448    0    0   104  1792 1959 6627 60  8 10 22  0	
 1  2 369384 4275484 185032 815800    0    0    94  3148 1963 5900 65  9  0 26  0	
 4  0 369384 4275360 185032 816084    0    0    92  3902 1956 6207 60  7  7 26  0	
 2  1 369384 4274988 185032 816408    0    0   100  1716 1903 6505 64  8  0 28  0	
 5  0 369384 4274616 185048 816756    0    0   102  1786 2003 6718 63  8  3 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 369384 4272320 185048 817124    0    0   124  2234 1982 7072 63  9  3 26  0	
 1  1 369384 4271692 185056 817448    0    0    98  5118 2019 5573 62  9  3 27  0	
 1  1 369384 4271568 185064 817808    0    0   114  1894 1950 6405 61  8  4 27  0	
 2  1 369384 4271320 185064 818168    0    0   114  1866 2025 7304 61  7  8 24  0	
 3  1 369384 4270824 185064 818504    0    0    98  1738 1953 6639 65  9  0 27  0	
 1  1 369384 4270576 185072 818844    0    0   100  1746 1913 6599 62  8  3 26  0	
 3  1 369384 4270080 185080 819164    0    0    98  2006 1938 6294 62  9  3 27  0	
 1  1 369384 4269972 185080 819464    0    0    92  5000 1989 5964 63  8  2 27  0	
 5  0 369384 4269600 185088 819824    0    0   112  1970 2032 6927 61  9  6 25  0	
 2  1 369384 4268840 185096 820184    0    0   106  1866 2018 6626 61  9  5 26  0	
 1  1 369384 4268716 185096 820528    0    0   108  1842 1938 7024 60  8  7 25  0	
 1  1 369384 4268104 185104 820856    0    0    96  1986 1940 6209 64  9  0 27  0	
 1  1 369384 4267980 185104 821140    0    0    88  4820 1920 5728 63  7  1 28  0	
 4  0 369384 4267740 185104 821460    0    0   100  1852 1917 6654 61  8  5 26  0	
 3  0 369384 4267360 185120 821816    0    0   104  1862 2090 6778 60  9  8 24  0	
 1  1 369384 4267360 185120 822140    0    0   104  1862 2076 6604 59  7 10 23  0	
 7  0 369384 4266484 185128 822504    0    0   106  1904 2126 6951 60  8  7 25  0	
 1  1 369384 4264188 185136 822828    0    0   100  2124 1857 5073 57  8  6 29  0	
 1  1 369384 4263940 185136 823116    0    0    90  5118 1941 5358 61  8  3 28  0	
 3  1 369384 4263808 185152 823440    0    0    96  5042 2007 5521 62  9  1 29  0	
 1  2 369384 4263436 185152 823748    0    0    94  6422 2129 5796 62  8  7 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 369384 4262692 185160 824056    0    0    94  4018 2051 6135 59  9  5 27  0	
 4  0 369384 4262568 185160 824384    0    0    98  1676 1903 6452 62  8  2 29  0	
 2  1 369384 4262204 185160 824724    0    0   104  1816 1921 6893 65  8  0 27  0	
 1  1 369384 4261708 185176 825064    0    0   100  1802 2005 6572 61  8  6 26  0	
 2  1 369384 4261740 185176 825400    0    0   108  2218 2105 7138 59  9  7 26  0	
 5  0 369384 4260848 185192 825728    0    0    92  5024 2034 5850 65  9  0 27  0	
 4  1 369384 4260724 185192 826072    0    0   106  2018 2026 6983 61  7  7 25  0	
 1  1 369384 4260724 185192 826416    0    0   110  1898 1996 7025 59  7 10 24  0	
 1  1 369384 4259980 185200 826788    0    0   108  1962 2169 6916 60  9 10 22  0	
